number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
171,KEN-214,b11a340f-ffce-42b5-8a54-7dcd4e96e6d4,Jane,refugee-client,kakuma3,,test_group,Abdalla shop,"sugar, soft drinks and floor etc",Sudanese,,0,23,4,Attended High School,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,3/3/18,2/1/20,1,1 year,0,2,84,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,To_be_my_own_boss_or_have_personal_freedom,no,1,1,0,0,0,0,0,0,,70000,0,0,0,0,,,1,,,480,0,0,1,0,0,0,0,0,0,0,0,910000,75833,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,1,1,1,0,0,0,0,0,,no,,0,0,1,0,0,0,0,0,1,0,0,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,2,0,2_week,1_6months,others,none,4,1,want support to expand business,0,1,10/3/19 14:29,10/3/19 13:51,aeck_15,10/4/19 11:00,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
175,KEN-219,f4df7f23-d885-45b3-987d-febf6620529e,Nachomo,refugee-client,kakuma3,,test_group,Aliza Taloring shop,cosmitics and taloring,Sudanese,,1,38,4,Attended High School,0,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,0,0,0,1,0,10/24/17,2/1/20,2,2 years,0,2,48,0,0,0,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,to improve livelyhood,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,I_want_to_keep_my_money_in_cash,,200,1,1,1,0,0,0,0,0,0,0,1,60000,5000,Yes_strongly_fluctuating,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,participate_current_bdp,,1,1,1,1,1,1,0,0,0,0,0,3,1,2,2,2,2,2,1,0,0,0,1,0,0,0,2,2,1_week,1_month,others,No,3,0,,Thanks for your time,1,10/24/19 9:15,10/24/19 8:53,aeck_14,10/25/19 7:37,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
208,KEN-259,5213317c-4d6d-49eb-9258-272a491c2890,Nachomo,refugee-client,kakuma_1,,test_group,The grace of God shop,Food stuffs and phone charging service,Burundian,,0,28,4,Attended High School,1,4,Full-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,2/1/18,2/1/20,2,2 years,0,2,12,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,To make my life better and my family,1,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,400,1,1,1,0,0,0,0,0,0,0,1,120000,10000,"No,_somewhat_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,participate_past_bdp,,0,0,1,0,0,0,1,1,0,0,0,5,3,3,4,3,3,3,3,0,0,0,1,0,0,0,2,0,1_week,1_6months,others,none,4,0,,0,1,11/12/19 12:08,11/12/19 11:49,aeck_20,11/12/19 13:05,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
210,KEN-261,45d44487-a274-4eee-aff8-926157c27bbe,Nachomo,kenyan_client,kakuma_town,,test_group,Mwanzo shop,Food stuffs,kenyan,,1,34,2,Attended Primary,0,7,Part-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,5/1/13,2/1/20,6,4-6 years,1,2,14,0,0,0,,,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,To_create_my_own_job_due_to_lack_of_employment,To generate more income and create employment to people.,0,0,1,0,0,0,0,0,,0,10000,0,0,0,,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1200,1,1,1,0,0,0,0,0,0,0,1,60000,5000,"No,_somewhat_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,0,0,0,0,4,2,3,3,2,3,3,4,0,0,0,1,0,0,0,3,0,3_more,1_6months,others,none,4,0,,0,1,11/13/19 11:34,11/13/19 11:05,aeck_20,11/13/19 12:45,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
213,KEN-264,38fe2d68-162c-437e-9c0f-b6e831da8114,Nachomo,refugee-client,kakuma_2,,control_group,Murayo shop,Food stuffs and vegetables,somalian,,1,44,1,No Formal Education,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/14,2/1/20,6,4-6 years,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_increase_income_independently,To support my family,1,0,0,1,0,0,0,0,,0,0,18700,0,0,,,0,Lack_of_knowledge/I_don't_know_how_to_open_a_bank_account,,280,1,1,1,0,0,0,0,0,0,0,1,60000,5000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,0,1,0,0,0,0,3,4,4,2,4,2,2,2,0,0,0,1,0,0,0,3,0,3_more,none,others,none,4,0,,0,1,10/8/19 7:56,10/8/19 7:32,aeck_20,10/8/19 12:46,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
215,KEN-266,b53cce69-1a8a-4f11-972e-b96bcdbbb556,Abdirahman Said,refugee-client,kakuma_1,,test_group,Rahma shop,clothes and shoes,somalian,,1,40,1,No Formal Education,1,11,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,10/8/13,2/1/20,6,4-6 years,1,1,84,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,my husband is handcap I am the bread winner.,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,30,1,0,0,0,0,0,0,0,0,0,1,200000,16667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,2,0,0,1,0,1,0,0,0,0,,participate_current_bdp,,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,1,1_week,1_6months,others,No,3,0,,0,1,10/8/19 14:06,10/8/19 13:55,aeck_20,10/9/19 13:12,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
220,KEN-272,71b19675-fc92-4b44-ab03-db1ad78e858b,Saida,refugee-client,kakuma_2,,test_group,no,Food stuff,somalian,,1,38,1,No Formal Education,0,2,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,0,0,1,0,8/1/09,2/1/20,10,> 6 years,0,3,3,0,0,0,,,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,To_increase_income_independently,to provide my family,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,No_bank_nearby,,600,1,1,0,0,0,0,0,0,0,0,0,450000,37500,Yes_strongly_fluctuating,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,no,,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,3_more,none,others,0,3,1,no,thank you,1,10/1/19 10:19,10/1/19 10:10,aeck_19,10/1/19 12:04,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
223,KEN-275,f3251186-cf66-4ece-aa51-f7cda4fe14dc,Samuel Mwangangi,refugee-client,kakuma3,,test_group,idris's sons hotel,Food,Sudanese,,0,55,3,Finished Primary School,1,5,Self-employment/my_business,,0,0,0,1,0,0,0,0,,2,Agribusiness,,0,0,1,0,0,0,6/15/13,2/1/20,6,4-6 years,0,6,80,0,0,0,,,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,"Not_right_now,_but_yes_in_the_past",,,300,1,1,1,0,0,0,0,0,0,0,1,360000,30000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,3,1,1,0,0,0,1,0,0,0,3,0,3_more,1_6months,others,none,3,0,,welcome,1,10/3/19 14:17,10/3/19 14:05,aeck_17,10/7/19 12:30,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
224,KEN-276,da82c1ea-b1e6-4bb0-bacf-f76674b618a7,Samadou Nyongolo,refugee-client,kakuma_4,,test_group,Shop Bamba Chakula,Food stuffs and cosmetics,somalian,,0,59,4,Attended High School,1,11,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/16,2/1/20,4,4-6 years,0,2,70,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,To_provide_jobs_for_family_members,no,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,720,1,0,0,0,0,0,0,0,0,0,0,700000,58333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,1,0,0,0,0,0,0,,no,,1,0,1,1,1,0,1,1,0,0,0,4,4,3,2,4,3,3,3,0,0,0,1,0,0,0,3,0,2_week,1_6months,others,Food,3,0,,0,1,10/3/19 9:07,10/3/19 8:50,aeck_15,10/4/19 11:00,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
226,KEN-278,ef05ce83-8a92-4ece-a99d-55125feb0d3e,Samuel Mwangangi,kenyan_client,kakuma_town,,test_group,Asaki kadaang,Soap,kenyan,,1,37,4,Attended High School,0,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,14,Other,soap production,0,0,1,0,0,0,6/15/12,2/1/20,7,> 6 years,0,1,60,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_supplement_my_existing_income_from_other_sources,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_have_the_need_for_credit,,1,,,174,1,1,1,1,0,0,0,0,0,0,1,360000,30000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,,no,,0,0,1,1,0,0,1,0,0,0,0,3,2,1,2,1,2,1,1,0,0,0,1,0,0,0,3,0,2_month,none,others,none,4,0,,welcome,1,10/11/19 8:21,10/11/19 8:09,aeck_14,10/14/19 8:55,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
15,KEN-019,a80965bc-9b86-45cc-b853-dbee20479673,Abdirahman Said,refugee-client,kakuma_1,,control_group,Cosmatics,Cosmatics,somalian,,0,34,Trade/technical/vocational_training,Trade/technical/vocational training,1,7,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,1,0,0,0,4/25/18,2/1/20,1,1 year,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_create_my_own_job_due_to_lack_of_employment,,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,I had no knowledge,0,I_want_to_keep_my_money_in_cash,,450,1,0,0,0,0,0,0,0,0,0,0,50000,4167,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,0,,0,1,9/18/19 7:31,9/18/19 7:09,aeck_17,9/18/19 13:48,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
36,KEN-042,5b13f876-92fd-4dca-9bc4-1848e3db2c9c,Samuel Mwangangi,refugee-client,kakuma3,,test_group,Khamis shop,food items,somalian,,0,23,3,Finished Primary School,1,4,Self-employment/my_business,,1,0,0,0,0,0,0,0,,2,Agribusiness,,0,1,0,0,0,0,7/28/13,2/1/20,6,4-6 years,0,1,78,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,no access,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1200,1,1,1,0,0,0,0,0,0,0,0,1200000,100000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,1,1,1,0,0,0,1,0,0,0,3,2,3_more,1_6months,others,none,3,0,,welcome,1,10/8/19 10:10,10/8/19 9:55,aeck_20,10/8/19 12:46,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
40,KEN-047,6f9a3566-56c6-46f6-bb3b-69f6f421d860,Abdirahman Said,refugee-client,kakuma_2,,test_group,Haliya zidi shop,"sugar , flour, rice, milk , spagetti",somalian,,1,42,1,No Formal Education,1,7,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/28/18,2/1/20,2,2 years,0,1,84,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,"as a single mother, doing business helps me to cover all my family costs",0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,I re-invest my profit so i dont need capital but the knowledge,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,100,1,0,0,0,0,0,0,0,0,0,1,1000000,83333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,5,0,0,1,0,0,0,0,0,0,,participate_current_bdp,,1,0,0,1,0,0,1,1,0,0,0,1,1,1,2,3,3,2,2,0,0,0,1,0,0,0,3,1,2_week,none,others,No,3,1,Thank youfor the knowledge and skills.,0,1,10/30/19 13:47,10/30/19 13:23,aeck_20,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
52,KEN-060,afeeb0f0-ac16-4399-ad59-66a13ab3c96b,Nachomo,refugee-client,kakuma3,,control_group,snacks,Chips and Video entertainment,Rwandan,,1,30,Primary_school_diploma(p6),Finished Primary School,0,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,1,0,0,0,0,0,1/1/14,2/1/20,6,4-6 years,1,2,54,0,0,1,daily,Fetch water,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,"high interest requirement, requesting saving certain amount to get a loan, also don't have specific period, also give loan in groups. ""AAHI""",1,,,90,1,0,1,0,0,0,0,0,0,0,0,72000,6000,"No,_somewhat_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,transporters,,,1,1,1,1,0,0,1,1,0,0,0,5,3,3,2,4,4,4,4,0,0,0,1,0,0,0,,0,,,,,0,"Requested if the loan could not be given in cash, but goods to sale.",,0,1,9/17/19 9:04,9/17/19 8:29,aeck_19,9/17/19 11:30,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
74,KEN-087,48e37cb8-1183-4cdf-b9f8-cf0a120c92eb,Saida,refugee-client,kalobeyei,,control_group,Jane,food staff,south_sudan,,1,43,High_school_graduate_(A2),Finished High school graduate,1,0,Self-employment/my_business,,1,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,0,0,1,0,4/1/18,2/1/20,1,1 year,0,1,56,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,I don't know where to apply,0,No_bank_nearby,,1050,1,1,1,0,0,0,0,0,0,0,0,45000,3750,Yes_strongly_fluctuating,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,Training and loan are very important for the business people. Thank you so much.,,thank you,1,9/20/19 8:56,9/20/19 8:35,aeck_21,9/20/19 11:13,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
75,KEN-088,8fd1a88a-5bb6-4489-aca5-10ea10c0726d,Nachomo,refugee-client,kakuma_1,,test_group,Droti shop,Food stuffs,Sudanese,Sudanese,0,34,7,Diploma,1,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,12/23/14,2/1/20,5,4-6 years,1,3,14,0,0,0,,,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,To_increase_income_independently,to get income,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,i dont know the procedure of applying for it,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1400,1,0,0,0,0,0,0,0,0,0,1,100000,8333,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,0,0,0,0,5,3,3,5,1,4,4,5,0,0,0,1,0,0,0,2,0,2_week,1_6months,chairs_table,,4,1,we are looking for assistance in terms of accessing loans. because this will help our business grow and expand. this will lead to job creation.,0,1,9/26/19 14:34,9/26/19 14:11,aeck_20,9/26/19 15:20,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
89,KEN-103,8bd949a2-7006-4c62-b7a3-9c05dcb781d5,Jane,refugee-client,kalobeyei,,test_group,yaya shop,salon and mitumba clothes,Congolese,,0,25,4,Attended High School,1,2,Self-employment/my_business,,0,1,0,0,0,0,1,0,supply safaricom airtime,11,"Fashion (salon,barber shop etc.)",,0,0,0,0,1,0,5/1/06,2/1/20,13,> 6 years,0,8,77,0,0,0,,,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,To_provide_jobs_for_family_members,to help people in the community to grow,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,have never had that opportunity to apply,1,,,1500,0,0,1,0,0,0,0,0,0,0,0,300000,25000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,,no,,0,0,0,0,0,1,0,0,0,0,0,2,4,3,3,3,3,2,3,0,0,0,1,0,0,0,3,0,3_more,none,televison_tv,,4,1,we just need support to make our business grow,welcome,1,10/1/19 9:04,10/1/19 8:40,aeck_15,10/1/19 12:00,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
93,KEN-109,b00e7572-b86e-403b-8028-e6e274f1b7e5,Abdirahman Said,refugee-client,kakuma_2,,test_group,Africa Shop,"Sugar, Rice Flour,",somalian,,1,44,1,No Formal Education,1,9,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,1/1/02,2/1/20,18,> 6 years,1,1,84,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,To take care of my family,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,I have not seen people who deal with that,0,No_bank_nearby,,450,1,0,0,0,0,0,0,0,0,0,0,72000,6000,Yes_strongly_fluctuating,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,,no,,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,3_more,none,others,once in a while specially during an occation like wedding,3,1,From this first impression I believe AEC has  a wonderful Programme. I would like you to continue the great sprits.,0,1,10/1/19 10:11,10/1/19 9:59,aeck_21,10/14/19 13:22,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
